SA3_CODE,YEAR,MEDIAN_WEEKLY_HH_INCOME,POP
302031035,2021,1118,
302031037,2021,1562,
302031038,2021,1370,
302031039,2021,1340,
302031040,2021,1301,
302041041,2021,1096,
302041042,2021,1173,
302041043,2021,1019,
302041044,2021,1188,
302041045,2021,994,
302041046,2021,967,
303011047,2021,1710,
303011048,2021,1462,
303011049,2021,1312,
303011050,2021,1287,
303011051,2021,1325,
303021052,2021,1230,
303021053,2021,1462,
303021054,2021,1282,
303021055,2021,1355,
303021056,2021,1432,
303021057,2021,1375,
303021058,2021,1276,
303021059,2021,1419,
303031060,2021,1081,
303031061,2021,939,
303031062,2021,1085,
303031063,2021,1234,
303031064,2021,1371,
303031065,2021,1058,
303031066,2021,1102,
303041067,2021,967,
303041068,2021,1220,
303041069,2021,958,
303041070,2021,1217,
303041071,2021,1595,
303051072,2021,985,
303051073,2021,1046,
303051074,2021,1275,
303051075,2021,1135,
303051076,2021,873,
303061077,2021,1063,
303061078,2021,990,
303061079,2021,908,
303061080,2021,950,
304011081,2021,1346,
304011082,2021,1204,
304011083,2021,1221,
304011084,2021,1449,
304011085,2021,1486,
304021086,2021,1309,
304021087,2021,1710,
304021088,2021,1625,
304021089,2021,1893,
304021090,2021,1429,
304021091,2021,1737,
304031092,2021,1755,
304031093,2021,1338,
304031094,2021,1305,
304031095,2021,1420,
304031096,2021,1147,
304031097,2021,1317,
304041098,2021,1313,
304041099,2021,725,
304041100,2021,1030,
304041101,2021,1367,
304041103,2021,1448,
304041104,2021,1391,
305011105,2021,1380,
305011106,2021,1302,
305011107,2021,1280,
305011108,2021,1552,
305011109,2021,1541,
305011110,2021,1338,
305011111,2021,1314,
305011112,2021,1493,
305021113,2021,1702,
305021114,2021,1884,
305021115,2021,1389,
305021116,2021,1834,
305021117,2021,1550,
305021118,2021,1754,
305031119,2021,1505,
305031120,2021,1578,
305031121,2021,1582,
305031122,2021,1406,
305031123,2021,1790,
305031124,2021,1578,
305031125,2021,1759,
305031126,2021,1176,
305031127,2021,1446,
305031128,2021,1711,
305031129,2021,1820,
305031130,2021,1474,
305031131,2021,1450,
305041132,2021,1671,
305041133,2021,1506,
305041134,2021,1871,
305041135,2021,1702,
305041136,2021,1553,
305041137,2021,1377,
306011138,2021,1246,
306011139,2021,1062,
306011140,2021,1234,
306011141,2021,1228,
306011142,2021,1098,
306011143,2021,941,
306021144,2021,1028,
306021145,2021,1024,
306021146,2021,961,
306021147,2021,961,
306021148,2021,1050,
306021149,2021,1049,
306021151,2021,741,
306021152,2021,773,
306021153,2021,1083,
306021154,2021,839,
306021155,2021,862,
306021156,2021,1129,
306021157,2021,791,
306031158,2021,856,
306031159,2021,741,
306031160,2021,820,
306031161,2021,782,
306031163,2021,472,
306041164,2021,776,
306041165,2021,962,
306051166,2021,798,
306051167,2021,604,
306051168,2021,837,
306051169,2021,828,
306051170,2021,813,
307011171,2021,914,
307011172,2021,974,
307011173,2021,1027,
307011174,2021,718,
307011175,2021,883,
307011176,2021,1109,
307011177,2021,903,
307011178,2021,608,
307021179,2021,703,
307021180,2021,853,
307021181,2021,784,
307021182,2021,885,
307021183,2021,888,
307031184,2021,814,
307031185,2021,782,
307031186,2021,694,
307031187,2021,671,
307031188,2021,703,
307031189,2021,742,
308011190,2021,1293,
308011191,2021,1035,
308011192,2021,1326,
308031205,2021,793,
308031206,2021,889,
308031207,2021,788,
308031208,2021,1085,
308031209,2021,1310,
308031210,2021,985,
308031211,2021,883,
308031212,2021,561,
308031213,2021,1072,
308031214,2021,857,
308031215,2021,1006,
308031216,2021,948,
308031217,2021,730,
308031218,2021,941,
308031219,2021,978,
308031220,2021,1117,
308031222,2021,1095,
308031223,2021,1023,
308041528,2021,1034,
308041529,2021,1137,
308051530,2021,646,
308051531,2021,1155,
308051532,2021,492,
308051533,2021,1110,
308051534,2021,853,
308051535,2021,1102,
308051536,2021,1049,
308051538,2021,1160,
308051539,2021,898,
309011224,2021,1226,
309011225,2021,1130,
309011226,2021,1051,
309011227,2021,1181,
309011228,2021,1076,
309011229,2021,1165,
309021230,2021,964,
309021231,2021,1094,
309021232,2021,970,
309021233,2021,990,
309021234,2021,1109,
309031235,2021,989,
309031236,2021,917,
309031237,2021,735,
309031238,2021,837,
309031239,2021,1126,
309031240,2021,946,
309041241,2021,1034,
309041242,2021,1009,
309051243,2021,1156,
309051244,2021,1105,
309051245,2021,1218,
309061246,2021,988,
309061247,2021,965,
309061248,2021,945,
309061249,2021,1089,
309061250,2021,1165,
309071251,2021,1069,
309071252,2021,1099,
309071253,2021,1193,
309071254,2021,1095,
309071256,2021,1106,
309071552,2021,1064,
309071553,2021,1192,
309071554,2021,1060,
309071555,2021,1021,
309071556,2021,1214,
309071557,2021,1025,
309071558,2021,1127,
309081259,2021,1030,
309081260,2021,1023,
309081262,2021,1021,
309081559,2021,1065,
309081560,2021,1040,
309091263,2021,974,
309091264,2021,968,
309091265,2021,1089,
309091540,2021,856,
309091541,2021,903,
309101267,2021,1098,
309101268,2021,1207,
309101269,2021,1214,
309101561,2021,960,
309101562,2021,974,
310011271,2021,989,
310011272,2021,780,
310011274,2021,657,
310011275,2021,1285,
310011276,2021,679,
310011563,2021,1038,
310011564,2021,1085,
310021277,2021,850,
310021278,2021,659,
310021280,2021,836,
310021281,2021,855,
310021282,2021,943,
310031283,2021,884,
310031284,2021,887,
310031285,2021,985,
310031286,2021,906,
310031287,2021,840,
310031288,2021,1245,
310031289,2021,1319,
310031290,2021,1321,
310031291,2021,764,
310031292,2021,840,
310031293,2021,943,
310031294,2021,1240,
310031295,2021,666,
310041297,2021,1005,
310041299,2021,947,
310041300,2021,801,
310041302,2021,886,
310041303,2021,1199,
310041304,2021,1233,
310041565,2021,1540,
310041566,2021,1010,
311011305,2021,746,
311021306,2021,776,
311021307,2021,704,
311021308,2021,995,
311021309,2021,931,
311021310,2021,1164,
311031311,2021,893,
311031312,2021,876,
311031313,2021,960,
311031314,2021,827,
311031316,2021,1029,
311031317,2021,777,
311031318,2021,1122,
311031319,2021,1031,
311041322,2021,1121,
311041567,2021,1113,
311041568,2021,1300,
311041569,2021,1100,
311041570,2021,1133,
311041571,2021,900,
311051323,2021,818,
311051324,2021,1269,
311051325,2021,1072,
311051326,2021,814,
311051327,2021,1239,
311051328,2021,761,
311061329,2021,1160,
311061330,2021,685,
311061331,2021,599,
311061332,2021,1102,
311061333,2021,778,
311061334,2021,1056,
311061335,2021,1076,
311061336,2021,637,
312011337,2021,873,
312011338,2021,1458,
312011339,2021,1193,
312011340,2021,876,
312011341,2021,1820,
312021342,2021,1039,
312021343,2021,1134,
312021344,2021,1340,
312021346,2021,970,
312021347,2021,1505,
312021348,2021,1279,
312021349,2021,943,
312021350,2021,1255,
312021351,2021,1148,
312021352,2021,1057,
312021353,2021,1033,
312021354,2021,1211,
312021355,2021,998,
312021356,2021,987,
312021357,2021,1191,
312021358,2021,1107,
312031359,2021,1075,
312031361,2021,894,
313011362,2021,746,
313011363,2021,662,
313021364,2021,1235,
313021366,2021,772,
313021367,2021,1120,
313021368,2021,891,
313021369,2021,1101,
313021572,2021,795,
313021573,2021,789,
313031370,2021,830,
313031371,2021,948,
313041372,2021,1011,
313041373,2021,764,
313041374,2021,1105,
313041375,2021,1166,
313041376,2021,1170,
313051377,2021,912,
313051378,2021,865,
313051379,2021,774,
313051380,2021,813,
313051574,2021,1014,
313051575,2021,1070,
314011382,2021,1277,
314011383,2021,1312,
314011384,2021,1260,
314011385,2021,1473,
314011386,2021,1351,
314011387,2021,1497,
314021389,2021,1127,
314021576,2021,1053,
314021577,2021,916,
314021578,2021,1180,
314021579,2021,1171,
314031391,2021,985,
314031392,2021,946,
314031393,2021,1078,
314031394,2021,922,
315011395,2021,484,
315011396,2021,647,
315011397,2021,877,
315011398,2021,487,
315011399,2021,682,
315011400,2021,758,
315011401,2021,1156,
315011402,2021,521,
315011403,2021,1812,
315021404,2021,702,
315021405,2021,1439,
315021406,2021,1221,
315021407,2021,1041,
315031408,2021,907,
315031409,2021,895,
315031410,2021,1063,
315031411,2021,751,
315031412,2021,1069,
316011413,2021,1006,
316011414,2021,1125,
316011415,2021,1087,
316011416,2021,890,
316021417,2021,951,
316021418,2021,1089,
316021419,2021,812,
316021421,2021,887,
316021422,2021,971,
316021423,2021,1009,
316021424,2021,1095,
316021580,2021,1066,
316021581,2021,914,
316031425,2021,1059,
316031426,2021,979,
316031427,2021,942,
316031428,2021,1094,
316051434,2021,1180,
316051435,2021,942,
316051437,2021,1134,
316051438,2021,796,
316051543,2021,1152,
316051544,2021,1055,
316061439,2021,913,
316061440,2021,806,
316061441,2021,978,
316061442,2021,1111,
316061443,2021,841,
316061444,2021,1018,
316071545,2021,985,
316071546,2021,941,
316071547,2021,1018,
316071548,2021,866,
316081549,2021,911,
317011445,2021,1121,
317011446,2021,884,
317011447,2021,790,
317011448,2021,799,
317011449,2021,1090,
317011450,2021,1161,
317011451,2021,976,
317011452,2021,1246,
317011453,2021,832,
317011454,2021,855,
317011455,2021,1085,
317011456,2021,918,
317011457,2021,1191,
317011458,2021,1084,
317011459,2021,749,
318011460,2021,874,
318011461,2021,911,
318011462,2021,848,
318011463,2021,896,
318011464,2021,720,
318011465,2021,827,
318011466,2021,470,
318021467,2021,911,
318021468,2021,1286,
318021469,2021,1121,
318021470,2021,1332,
318021471,2021,872,
318021472,2021,889,
318021474,2021,1278,
318021475,2021,956,
318021476,2021,945,
318021477,2021,812,
318021478,2021,1007,
318021479,2021,944,
318021480,2021,977,
318021481,2021,853,
318021482,2021,1125,
318021483,2021,731,
318021484,2021,1191,
318021485,2021,917,
318021486,2021,957,
318021487,2021,1367,
318021488,2021,1093,
318021489,2021,1117,
318021490,2021,1393,
318021491,2021,926,
318021582,2021,1282,
318021583,2021,1029,
319011492,2021,793,
319011493,2021,836,
319011494,2021,912,
319011495,2021,694,
319011496,2021,822,
319011497,2021,682,
319011498,2021,738,
319011499,2021,664,
319011500,2021,727,
319011501,2021,708,
319011502,2021,716,
319021503,2021,697,
319021504,2021,613,
319021505,2021,811,
319021506,2021,621,
319021507,2021,843,
319021508,2021,661,
319021509,2021,575,
319031511,2021,561,
319031512,2021,705,
319031513,2021,766,
319031514,2021,767,
319031515,2021,678,
319041516,2021,831,
319041517,2021,933,
319041518,2021,666,
319041519,2021,685,
319041520,2021,666,
319041521,2021,715,
319051522,2021,630,
319051523,2021,648,
319051524,2021,644,
319051525,2021,610,
319051526,2021,776,
401011001,2021,1047,
401011002,2021,1404,
401021003,2021,1082,
401021004,2021,1338,
401021005,2021,1121,
401021006,2021,1006,
401021007,2021,1042,
401021008,2021,1064,
401021009,2021,1058,
401021010,2021,1286,
401031011,2021,1286,
401031012,2021,1373,
401031013,2021,1261,
401041014,2021,1121,
401041015,2021,914,
401041016,2021,1023,
401051017,2021,1180,
401051018,2021,993,
401051019,2021,1255,
401061020,2021,1229,
401061021,2021,1249,
401061022,2021,1346,
401071023,2021,1313,
401071024,2021,1303,
402011025,2021,1042,
402011026,2021,873,
402011027,2021,1049,
402021028,2021,944,
402021029,2021,716,
402021030,2021,552,
402021031,2021,735,
402021032,2021,972,
402021033,2021,1218,
402021034,2021,611,
402021035,2021,861,
402031036,2021,875,
402031038,2021,979,
402031175,2021,1083,
402031176,2021,890,
402041040,2021,839,
402041041,2021,889,
402041043,2021,780,
402041044,2021,862,
402041046,2021,672,
402041047,2021,838,
402041048,2021,755,
402041171,2021,1183,
402041172,2021,781,
402051049,2021,1057,
402051050,2021,1124,
402051051,2021,1110,
402051052,2021,861,
402051053,2021,1004,
402051054,2021,1068,
402051055,2021,965,
403011056,2021,1118,
403011057,2021,1146,
403021058,2021,977,
403021059,2021,1107,
403021060,2021,1098,
403021061,2021,857,
403021062,2021,1025,
403021063,2021,1099,
403021064,2021,939,
403031065,2021,1328,
403031066,2021,1078,
403031067,2021,1237,
403031068,2021,1212,
403031069,2021,1353,
403031070,2021,979,
403041071,2021,1059,
403041072,2021,830,
403041073,2021,672,
403041074,2021,811,
403041075,2021,1136,
403041076,2021,1244,
403041077,2021,1148,
403041078,2021,853,
403041079,2021,698,
403041080,2021,986,
403041083,2021,998,
403041084,2021,819,
403041085,2021,761,
403041086,2021,868,
403041088,2021,998,
403041089,2021,1000,
403041177,2021,935,
403041178,2021,941,
404011090,2021,1069,
404011091,2021,984,
404011092,2021,1127,
404011093,2021,1083,
404011094,2021,926,
404011095,2021,956,
404011096,2021,1020,
404011097,2021,956,
404021099,2021,1095,
404021100,2021,919,
404021101,2021,832,
404021102,2021,761,
404031105,2021,1086,
404031106,2021,1067,
404031107,2021,1023,
404031108,2021,1023,
404031109,2021,1160,
405011110,2021,917,
405011111,2021,934,
405011112,2021,1051,
405011113,2021,867,
405011114,2021,880,
405011115,2021,965,
405021116,2021,914,
405021117,2021,826,
405021118,2021,628,
405021119,2021,724,
405031120,2021,767,
405031121,2021,628,
405031122,2021,708,
405031123,2021,729,
405041124,2021,739,
405041125,2021,657,
405041126,2021,629,
405041127,2021,688,
405041128,2021,610,
406011129,2021,960,
406011130,2021,848,
406011131,2021,801,
406011132,2021,812,
406011133,2021,872,
406011134,2021,771,
406011135,2021,630,
406011136,2021,825,
406021138,2021,494,
406021139,2021,571,
406021140,2021,751,
406021141,2021,891,
406021142,2021,858,
406021143,2021,1959,
407011144,2021,682,
407011145,2021,777,
407011146,2021,805,
407011147,2021,905,
407011148,2021,674,
407011149,2021,717,
407021150,2021,946,
407021151,2021,841,
407021152,2021,679,
407021154,2021,886,
407021155,2021,1023,
407021156,2021,864,
407021157,2021,953,
407021158,2021,850,
407021173,2021,884,
407021174,2021,822,
407031159,2021,807,
407031160,2021,723,
407031161,2021,769,
407031162,2021,809,
407031163,2021,875,
407031164,2021,621,
407031165,2021,708,
407031166,2021,817,
407031167,2021,703,
407031168,2021,905,
407031169,2021,724,
407031170,2021,681,
501011001,2021,898,
501011003,2021,1113,
501011004,2021,1021,
501011293,2021,907,
501011294,2021,883,
501021005,2021,1093,
501021007,2021,969,
501021008,2021,782,
501021009,2021,814,
501021010,2021,1128,
501021011,2021,900,
501021012,2021,1042,
501021014,2021,938,
501021015,2021,903,
501021016,2021,848,
501021251,2021,1164,
501021252,2021,1287,
501021253,2021,1054,
501021254,2021,746,
501031017,2021,814,
501031018,2021,858,
501031019,2021,867,
501031020,2021,756,
502011021,2021,906,
502011022,2021,874,
502011023,2021,681,
502011024,2021,894,
502011025,2021,654,
502011026,2021,875,
502011027,2021,1069,
502011028,2021,705,
502011029,2021,828,
503011030,2021,1916,
503011031,2021,1487,
503011032,2021,2061,
503011033,2021,1873,
503011034,2021,1532,
503011035,2021,1674,
503011036,2021,1760,
503021037,2021,3324,
503021038,2021,1718,
503021039,2021,1459,
503021040,2021,1578,
503021042,2021,1540,
503021043,2021,1362,
503021295,2021,1506,
503021296,2021,1439,
503021297,2021,1546,
504011044,2021,1115,
504011045,2021,1277,
504011046,2021,1211,
504011047,2021,982,
504011048,2021,1009,
504021049,2021,1141,
504021050,2021,1325,
504021051,2021,1099,
504021053,2021,1163,
504021054,2021,944,
504031056,2021,976,
504031057,2021,1012,
504031058,2021,1117,
504031060,2021,1386,
504031061,2021,1259,
504031062,2021,1058,
504031063,2021,1375,
504031065,2021,971,
504031066,2021,950,
504031067,2021,1086,
504031068,2021,1254,
504031298,2021,1230,
504031299,2021,1231,
504031300,2021,1050,
505011070,2021,1134,
505011071,2021,1268,
505011072,2021,1353,
505011073,2021,1141,
505011074,2021,1183,
505011075,2021,1426,
505011076,2021,1661,
505011077,2021,1140,
505011078,2021,1164,
505011079,2021,1323,
505011080,2021,1367,
505011081,2021,1196,
505011082,2021,1412,
505011083,2021,1304,
505021084,2021,1068,
505021085,2021,794,
505021088,2021,1386,
505021089,2021,1439,
505021090,2021,987,
505021091,2021,1401,
505021092,2021,1493,
505021093,2021,1190,
505021094,2021,1450,
505021095,2021,1169,
505021096,2021,1473,
505021097,2021,1196,
505021301,2021,1071,
505021302,2021,1046,
505031098,2021,868,
505031099,2021,940,
505031100,2021,1181,
505031101,2021,1064,
505031102,2021,766,
505031104,2021,895,
505031105,2021,1332,
505031107,2021,1166,
505031255,2021,1198,
505031256,2021,1201,
505031257,2021,960,
505031258,2021,1015,
505031303,2021,1203,
505031304,2021,1278,
505031305,2021,1205,
505031306,2021,1025,
506011110,2021,831,
506011112,2021,844,
506011114,2021,891,
506011115,2021,1116,
506011116,2021,1225,
506011117,2021,986,
506011307,2021,1307,
506011308,2021,1350,
506021118,2021,1118,
506021119,2021,1275,
506021123,2021,1315,
506021309,2021,1009,
506021310,2021,1030,
506021311,2021,1240,
506031124,2021,952,
506031125,2021,1232,
506031127,2021,1011,
506031128,2021,966,
506031129,2021,1156,
506031131,2021,1140,
506041132,2021,915,
506041133,2021,1197,
506041134,2021,792,
506041135,2021,1136,
506041136,2021,858,
506041137,2021,931,
506051138,2021,1088,
506051139,2021,1074,
506051140,2021,1137,
506051141,2021,1159,
506061142,2021,1163,
506061143,2021,1237,
506061144,2021,1130,
506071145,2021,1287,
506071146,2021,1288,
506071147,2021,1498,
507011148,2021,1378,
507011152,2021,1232,
507011153,2021,1038,
507011154,2021,952,
507011158,2021,1719,
507011159,2021,1109,
507011160,2021,987,
507011161,2021,1328,
507011163,2021,1122,
507011259,2021,1279,
507011260,2021,1388,
507021164,2021,1467,
507021165,2021,1376,
507021166,2021,1157,
507021167,2021,1125,
507031169,2021,1168,
507031170,2021,777,
507031173,2021,706,
507031174,2021,828,
507031261,2021,1345,
507041175,2021,1545,
507041176,2021,1258,
507041177,2021,1276,
507041178,2021,1344,
507041179,2021,1081,
507041180,2021,1317,
507041181,2021,1403,
507041182,2021,1111,
507041183,2021,1085,
507041184,2021,1272,
507051186,2021,786,
507051187,2021,1080,
507051188,2021,836,
507051190,2021,907,
507051191,2021,1266,
507051192,2021,996,
507051193,2021,932,
507051312,2021,1179,
507051313,2021,1211,
507051314,2021,1211,
509011225,2021,860,
509011226,2021,942,
509011227,2021,888,
509011228,2021,767,
509011229,2021,1012,
509011230,2021,860,
509011231,2021,943,
509011232,2021,942,
509011233,2021,869,
509011234,2021,761,
509021236,2021,1152,
509021237,2021,818,
509021238,2021,852,
509021239,2021,863,
509021240,2021,946,
509021241,2021,1073,
509021242,2021,904,
509021243,2021,839,
509021244,2021,806,
509021245,2021,755,
509031246,2021,826,
509031247,2021,1013,
509031248,2021,1036,
509031249,2021,885,
509031250,2021,893,
510011262,2021,1400,
510011263,2021,777,
510011264,2021,532,
510011265,2021,1226,
510011266,2021,625,
510021267,2021,471,
510021268,2021,1877,
510021269,2021,2166,
510021270,2021,1714,
510031271,2021,1857,
510031272,2021,1919,
510031273,2021,1775,
511011274,2021,982,
511011275,2021,1102,
511021276,2021,959,
511021277,2021,1090,
511031278,2021,1261,
511031279,2021,1583,
511031280,2021,1628,
511031282,2021,1083,
511031283,2021,783,
511041285,2021,810,
511041286,2021,951,
511041287,2021,1101,
511041288,2021,1180,
511041289,2021,804,
511041290,2021,812,
511041291,2021,895,
511041292,2021,835,
601011001,2021,606,
601011002,2021,997,
601011003,2021,1108,
601021004,2021,1028,
601021005,2021,1245,
601021006,2021,1104,
601021007,2021,1118,
601021008,2021,1032,
601021009,2021,802,
601021010,2021,713,
601021011,2021,847,
601021012,2021,1133,
601031013,2021,1057,
601031014,2021,839,
601031015,2021,809,
601031016,2021,851,
601031017,2021,758,
601031018,2021,926,
601031019,2021,902,
601031020,2021,732,
601031021,2021,935,
601041022,2021,965,
601041023,2021,1107,
601041024,2021,1048,
601041026,2021,1164,
601051027,2021,1198,
601051028,2021,1199,
601051029,2021,1168,
601051030,2021,1075,
601051031,2021,1220,
601051032,2021,1186,
601051033,2021,1284,
601061034,2021,882,
601061035,2021,921,
602011036,2021,774,
602011037,2021,871,
602011038,2021,1136,
602011039,2021,998,
602011040,2021,716,
602011041,2021,715,
602011042,2021,983,
602011043,2021,952,
602011044,2021,909,
602011045,2021,567,
602011046,2021,961,
602011047,2021,942,
602011048,2021,884,
602011049,2021,1050,
602011050,2021,829,
602011051,2021,1022,
602011052,2021,932,
602021053,2021,634,
602021054,2021,717,
602021055,2021,853,
602021056,2021,953,
602021057,2021,770,
602031058,2021,958,
602031059,2021,639,
602031060,2021,798,
602031061,2021,720,
602031062,2021,918,
602031064,2021,588,
602031099,2021,766,
602031100,2021,693,
603011065,2021,683,
603011066,2021,834,
603011067,2021,819,
603021069,2021,837,
603021070,2021,685,
603021071,2021,698,
603021072,2021,876,
603031073,2021,603,
603031074,2021,702,
604011075,2021,672,
604011076,2021,889,
604011077,2021,737,
604011078,2021,855,
604011079,2021,856,
604011080,2021,873,
604011081,2021,736,
604011082,2021,697,
604011083,2021,690,
604011084,2021,711,
604021085,2021,740,
604021086,2021,636,
604021087,2021,789,
604021088,2021,940,
604021089,2021,866,
604021090,2021,980,
604021091,2021,765,
604021092,2021,988,
604031093,2021,932,
604031094,2021,855,
604031095,2021,804,
604031096,2021,846,
604031097,2021,656,
701011002,2021,1594,
701011004,2021,1554,
701011005,2021,1641,
701011006,2021,1230,
701011007,2021,1559,
701011008,2021,1581,
701011009,2021,1800,
701021010,2021,1192,
701021011,2021,1337,
701021012,2021,1294,
701021013,2021,1413,
701021016,2021,1066,
701021018,2021,1412,
701021019,2021,1057,
701021020,2021,1355,
701021021,2021,1603,
701021022,2021,1138,
701021023,2021,1179,
701021024,2021,1138,
701021025,2021,1436,
701021026,2021,1484,
701021027,2021,1235,
701021028,2021,1169,
701021029,2021,1333,
701021030,2021,1343,
701031031,2021,1434,
701031032,2021,1457,
701031033,2021,450,
701031034,2021,1351,
701031035,2021,1209,
701041036,2021,1275,
701041037,2021,1251,
701041038,2021,1566,
701041039,2021,1008,
701041040,2021,1005,
701041041,2021,1416,
701041042,2021,1497,
701041043,2021,1404,
701041044,2021,1176,
702011045,2021,1345,
702011046,2021,1330,
702011047,2021,1320,
702011048,2021,1443,
702011049,2021,1563,
702011050,2021,1069,
702011051,2021,1275,
702011052,2021,489,
702011053,2021,454,
702011054,2021,396,
702021055,2021,539,
702021056,2021,1113,
702031057,2021,839,
702031058,2021,560,
702031059,2021,297,
702031060,2021,356,
702031061,2021,429,
702041062,2021,642,
702041063,2021,492,
702041064,2021,1696,
702051065,2021,509,
702051066,2021,457,
702051067,2021,1317,
702051068,2021,437,
801011001,2021,1841,
801011002,2021,1312,
801011003,2021,1590,
801011004,2021,1137,
801011005,2021,1593,
801011006,2021,1451,
801011007,2021,1456,
801011008,2021,1305,
801011009,2021,1533,
801011010,2021,1481,
801011011,2021,1454,
801011013,2021,1506,
801011014,2021,1321,
801011015,2021,1266,
801011016,2021,1396,
801011017,2021,1308,
801011018,2021,1662,
801011019,2021,1420,
801011020,2021,1364,
801011021,2021,1552,
801011022,2021,1422,
801011023,2021,1189,
801011024,2021,1262,
801011025,2021,1444,
801011026,2021,1791,
801011143,2021,1548,
801031031,2021,780,
801031032,2021,1562,
801031113,2021,815,
801031114,2021,1589,
801031115,2021,1542,
801041034,2021,1587,
801041035,2021,1526,
801041036,2021,1611,
801041037,2021,1711,
801041038,2021,1883,
801041039,2021,1507,
801041040,2021,1410,
801041043,2021,1612,
801041044,2021,1566,
801041046,2021,1376,
801041047,2021,1720,
801041048,2021,1435,
801041118,2021,1387,
801041120,2021,1511,
801041121,2021,1350,
801041122,2021,1699,
801051050,2021,1639,
801051051,2021,1852,
801051053,2021,1812,
801051054,2021,1656,
801051055,2021,1467,
801051056,2021,1670,
801051057,2021,1529,
801051058,2021,1695,
801051060,2021,1831,
801051061,2021,1659,
801051124,2021,2025,
801051125,2021,1773,
801051127,2021,1738,
801061062,2021,1998,
801061063,2021,2279,
801061064,2021,1939,
801061067,2021,1588,
801061069,2021,2089,
801061070,2021,2058,
801061129,2021,2135,
801061130,2021,1156,
801061131,2021,2089,
801071071,2021,1422,
801071072,2021,1437,
801071073,2021,1546,
801071074,2021,1354,
801071075,2021,1521,
801071076,2021,1805,
801071077,2021,1481,
801071078,2021,1442,
801071079,2021,1542,
801071080,2021,1414,
801071081,2021,1309,
801071082,2021,1369,
801071083,2021,1673,
801071084,2021,1351,
801071086,2021,1476,
801071087,2021,1230,
801071088,2021,1555,
801071089,2021,1125,
801071090,2021,1392,
801081091,2021,1796,
801081092,2021,1599,
801081093,2021,1449,
801081094,2021,1603,
801081095,2021,1370,
801081096,2021,1415,
801081097,2021,1448,
801081098,2021,1515,
801091099,2021,1552,
801091100,2021,1717,
801091101,2021,1638,
801091102,2021,1804,
801091103,2021,1755,
801091104,2021,1678,
801091105,2021,1398,
801091106,2021,1439,
801091107,2021,2208,
801091108,2021,1589,
801091109,2021,1612,
801091110,2021,1623,
801101135,2021,1652,
801101136,2021,1927,
801101139,2021,1767,
801111140,2021,1738,
801111141,2021,1125,
901011001,2021,1375,
901021002,2021,1029,
901031003,2021,928,
901041004,2021,850,